,title,stars,date,r_title,text
85,Moana,8,21 December 2016,"Beautiful island and people, my thoughts on the haters","I have read a lot of negative reviews of this movie. Their complaints are that the plot was predictable and boring, and it was too similar to other animated films, so it was a greedy Disney formula. I haven't watched any animated films lately, and I haven't seen Disney since I was much younger. For me, it's going to seem more fresh and unique for that reason. Most modern American movies have happy endings,so it is usually pretty predictable. Old movies usually make a point to have a surprise ending. (I also have been watching Chinese dramas, which often have sad endings, which leaves more room for plot twists.)Complaining about the Disney formula? Princess main character, fights evil and wins? Ummmmm? That is Disney,OK. Why are you watching Disney and complaining then? Maybe the movie is not for your demographic? If so, again don't watch it. If no other Disney movie was ever made,and you had nothing to compare this movie to, I found things about this movie very touching. A few times I found myself crying and it was the strangest thing because I didn't understand why. The movie didn't make me happy or sad, but it was chilling and it shook me. These people complaining about boring, predictable plots need a heart transplant. The connections she had with the ocean, her family, ancesestors and feeling the hope to restore and save them. It was really deep, and supernatural. The way certain parrs were animated porreayed it in a beautiful and amazing way. I also watched Dr.Strange on the same day as this movie and the plots of both movies had many similarities, and I couldn't find anyone else talking about it on the internet. But, I thought it was odd to watch two movies so similar to each other on the same day, one a marvel movie one a Disney movie. No one notices the plot similarities?"
86,Moana,5,27 February 2017,"Stunning animation, but nothing memorable","I absolutely loved everything that had to do with the animation, the colors and the setting were simply beautiful. I found however everything else mediocre. The characters, both main and sidekicks, were uninspiring and the story unoriginal and a bit too long. My worst part were the singing bits. I'm a huge Disney fan and I love the songs from every Disney movie I've ever seen and this movie had the worst ones. It was the first time I found myself saying ""Oh no, not another song"". Not one was catchy or funny and some I found to be off-beat and meaningless. 5/10 only for the beautiful island the story took place, the water effects and the magnificent colors."
87,Moana,6,5 December 2016,Just average,I took my grand daughters to see this Disney film hoping it would be good. It was just average with forgettable songs and a forgettable hero. They created a reasonable back story but the execution and dialog just lagged. One of my grand daughters fidgeted the entire movie out of boredom. The ending is the only thing that redeemed the movie from total disaster. Disney really should have done better with this film. They seem to have trouble when their not dealing with an already created fairy tale. I will have to say that the animation was stellar as usual which made the lack of story and character engagement the more sad. I guess they might sell a few toys but Moana in not a princess that young girls are going to remember.
88,Moana,8,4 December 2016,Beautiful Movie,"""Moana"" is an exemplary demonstration of what Disney Animation can pull out at their best. The story is rich in culture and symbols. Characters feel true and develop beautifully. Of course, the visual aspects are beyond belief: every color and texture is vibrant and full of detail.While it does fall into some Disney princess tropes(although we are reminded adamantly that she is not a princess per se but a chief's daughter), there is enough newness to ""Moana"" that it does not feel like a retread. She is rebellious but dutiful, innocent but strong, and the involvement of her (hilarious) animal sidekick is kept to a minimum. What is surprisingly refreshing is that there is no love interest to distract from the main conflict (not that I have any issue with other Disney characters having romantic side-stories).My only critique of ""Moana"" would have to be with it's music. There are some truly wonderful melodies, particularly ""We Know the Way,"" which manages to resonate with all that is wonderful about the music of the pacific. However, I felt some other numbers were not on par with the best of Disney classics. I do not know if Lin-Manuel Miranda was responsible for the lyrics, but whoever was should be told that words do not rhyme with themselves. ""Go"" does not rhyme with ""go,"" and ""island"" does not rhyme with ""island."" Using this sort of rhyming pattern once or maybe a couple times can be bold and memorable, repeatedly just makes it sound like they couldn't come up with better lyrics.Overall, I greatly enjoyed this film. The visuals were incredible, the plot well paced, and the story beautifully told. I had a great time watching ""Moana"" and would recommend it to anyone who does not mind being transported to a magical, tropical paradise for a couple hours."
89,Moana,10,15 May 2017,Simply fantastic...,"It is indeed very rare that I toss a top rating at an animated movie, but ""Moana"" definitely deserves that.The storyline in ""Moana"" was quite good and rather thrilling. It is a storyline that appeals to both a younger and older audience, because the story is timeless and has classic elements of good versus evil and the uprising of an unlikely underdog heroine. But it is also the story of friendship, forgiveness and acceptance.Shortly summarized, ""Moana"" is about young Moana whom is the daughter of the chieftain of a dying island. She goes against the edicts of the tribe and sail out beyond the reef to search for a demigod who has the power to set things right.The animation and the art style in ""Moana"" was just spectacular. There was just something very alluring and beautiful to the particular style that was used for this animated movie. And the levels of detail was just bedazzling. There were so many impressive details in every scene, and it looked so very real. I was especially impressed with the hair and the way that they had drawn the characters. Moana was very charismatic, while Maui was lovable.""Moana"" also has some good dialogue that keeps the movie up in a constant beat, well assisted by a good amount of action and storytelling.And while were are on the topic of dialogue, then ""Moana"" had some really good voice acting talents on the cast ensemble. Auli'i Cravalho really did a wonderful job, and she is quite talented. It was also a treat to have Dwayne Johnson do the voice for the demigod Maui. I didn't know that Alan Tudyk also voices a character in this movie.There is a fair amount of singing in this animated movie too, and it actually worked quite well in favor of the movie, for different reasons. The first being that the songs were quite appropriate for the story and fit naturally into the movie. The songs are also quite nicely orchestrated and performed. Usually, I am not overly keen on songs in animated movies, but ""Moana"" did it quite as well as ""The Little Mermaid"" did back in 1989.I was instantly blown away by the comedic element of the chicken that came along on the oceanic journey. That chicken was just downright hilarious and really spiced up the movie quite a lot, pardon the pun.As I mentioned in the start of my review, then it is very rare that I give a top rating for an animated movie, and only have done so once before to ""Epic"". But ""Moana"" ranks up alongside with it, because this is a fantastic animated movie in every sense of the word. I watched it with my family, and we all loved the movie and were very entertained by it.This is definitely an animated movie that is well-worth watching and this is a movie that rightfully belongs in the collection of anyone who enjoys animated movies. And this is an animated movie that you can watch more than just once."
90,Moana,10,17 April 2017,Our new favorite movie!,"Okay let me be honest for a minute, I know many of you do not care for Dwayne Johnson's (the Rock) acting abilities, however I feel you should give him an opportunity to ""wow"" you in the movie. Although he has always been one of my favorite actors (yes I have had a crush since his wresting days), he allows ""Maui"" to come alive and have a lot of personality, and doesn't do too bad with the singing either. Everyone in this movie was absolutely fantastic! It is my 2 year old grandson's favorite movie and he can now sing many of the songs. Yes, we own the DVD and watch it every night! I highly recommend it for everyone to watch!"
91,Moana,5,24 February 2017,Trump? Clinton? PFF My vote goes for the Chicken!,"Moana does quite a few thing in the bad way, some more in the average - and few godly. The bad lies mainly in the writing with the following:1) The adults are always so stoopid. Don't do this, don't do that. Why does the princess always have to fight against these DUMBtulds. Seriously Disney, don't be so cliché. 2) The tattoo score counting was rigged! The princess clearly lost. So unfair!!The things that were so-so:1) The OST. ""Worse thing about Disney movies is the singing."" While I loved The ""Dwayne Johnson"" Rock singing 'You're Welcome', some of the other songs were bad. Especially the lyrics were rather cheesy and cringe-worthy. 2) Moana. I didn't like her character nor did I enjoy seeing her character development. ""I am a princess who has been raised as one."" Yeah, same old story which was never good to begin with. The gold:1) Chicken. Should have been the real main character of this movie. Should be the president of United States. Also Pollo, Mexican and a total genius of our time. Did Disney secretly give their support to Trump by making this character? Either way, Chicken made the movie."
92,Moana,10,24 November 2016,"Emotional Journey, Authentic and Eye Candy AF","As a Polynesian, there are principles and values that are central to our culture that for many years I've tried to share with anyone I meet. Actually many people from Hawaii and the Pacific get this, even non-Polys :-). This story by Disney really brought many of those values out to the larger screen, to a larger audience, and I didn't realize seeing it this way would affect me so... deeply. When baby Moana first stepped onto that beach in the early part of the movie... flower in her hair, sun kissed skin... ""the feels"" are an understatement. My sister and I shed a few tears as if we were seeing a reflection of our own childhood on a beach in Hawaii -- the happiness, the curiosity, the innocence,the sea. Yeah, the feels happened and it was GREAT.The story of the Polynesians voyaging across the Pacific; the sense of ohana and family; how important coconuts are to island life; how the island provides all you need; sense of duty to go out and seek solutions and bring them home; chickens and pigs all over the place (!); the beautiful and varied languages; the dancing; the art and craft of the tapestries (tapa/kapa cloth) and other designs; the canoe designs; the laughing; the relationship with the ocean.... these are all real things we as Pacific Islanders feel in a beautiful, unique life. One great example of authenticity: I also loved that instead of handshakes or just hugs as a greeting in the movie, Disney used the honi, a traditional Polynesian greeting which I recommend to everyone! The honi is a Polynesian greeting in which two people greet each other by pressing noses and inhaling at the same time. This is a very special as it represents the exchange of ha--the breath of life, and mana--spiritual power between two people.This was a well done movie. Breathtakingly beautiful... and actually not so far off from reality (anyone who's been to Tahiti or Samoa will get it). Disney deserves credit for bringing so much joy and pride to a people that are often associated with tikis and grass skirts... We are so much more, and the story told is a great start to learn more deeply and authentically, in my opinion."
93,Moana,,12 January 2017,Disney within Disney,"I was expecting a standard, manufactured Disney Princess item. What I encountered was a powerful embodiment of myth in a young woman, with the notable exceptions of the coconut pirate and glittery crab sequences. These were conceived and directed by others. I suppose many commenters will speak to the different appealing techniques used here. I'll just speak to the visual narrative nesting because I've been tracking this from Lassiter's early work.The simplest example of this nesting is when two-d hand drawn animation is embedded in the three-d world. I believe that over time, a law of proportional abstraction has developed. When this works, we may see a film that has an inner film of some kind that is more abstract. The cinematic effect is to set the 'distance' between us and the main film. That is, we have a sort of quantum imagination where the simplifications we negotiate with a filmmaker are recorded in what he/she shows us as simplifications the movie's characters make with inner 'films. Showing us those inner films is a part of the filmmaker-viewer agreement. We do have that here with the depiction of Te Fiti and especially Te Ka, with the visions Moana has, rendered in decades old conventions. But something new is here: the story starts with literal story panels in animated tapa cloths that tell the outer story about the gods, demigod and the natural laws we will live in. That inner story is rendered in lovely, textured three-d using the now standard conventions of super-reality to register as real. But inside THAT story is the same two-d conventions in the demigod's living tattoos. While the 3-d flow moves through the future, the two-d panels not only remind us of the past and the world's dynamics but directly interact with the characters.The refreshing novelty here is that the tattoo/tapas cloth effect is used for the reverse purpose. The common distance is maintained, but in this case there are not three layers (our world, the movie, the movie within) but two: our world as the same as Moana's and the 'movie' world as the myth, the tattoo and mystical/god world. I think this is why the movie, the main movie with her life played out in it, seemed so close to me emotionally. Masters of cinematic engineering. See this: 3 of three."
94,Moana,7,28 January 2017,Well-crafted but slightly disappointing movie,"It is a well-crafted movie from Disney that introduced some Polynesian culture to me. The whole story line is standard, but there were some humorous scenes here and there which kept me very engaged. There are lots of songs in the movie. It might be a trend from Frozen since both have a princess as the leading character. However, I am a little disappointed about the quality of the songs, especially considering the involvement of Lin-Manuel Miranda who created Hamilton, a masterpiece. I am little confused about the ability of the ocean. It is not consistent at all. It left me wondering why doesn't the ocean directly spray water all over the Te Ka?"
95,Moana,9,1 January 2017,Moana Leads us on a Fun Adventure,"Earlier this year, Elizabeth posted an article looking forward to the movie Moana. Despite the aggressively mediocre trailers that Disney had put out, she was excited for the film, and her excitement proved to be well-placed. Moana delivered far more than the lack luster trailers promised.The film follows Moana (Auli'i Cravalho), a spunky princess who leaves her island to embark on an epic quest to return the stolen heart of the Goddess Te Fiti. After forming an alliance with the Demigod Maui (Dwayne the Rock Johnson), the two set off across the seas to find the Goddess. Along they way there are many adventures including a run-in with a giant crab voiced by Jemaine Clement, a lot of laughs, and a whole lot of fantastic music.While the story in Moana isn't revolutionary, Disney is pushing some new ground in other areas. The animation is beautiful, much of the cast and music was created by artists from Pacific Islands (although it was still directed by a couple white guys), Moana is a strong female character drawn in realistic human proportions, and most refreshingly of all there was no love story. While I love Disney's recent push towards less misogynistic films, it seems odd to applaud them for starting to break down stereotypes that they created. Don't get me wrong, Moana is an awesome heroine, but It's sad that we applaud Disney for creating a strong female character who can stand on her own. That should be the expectation, and anything else, anything that hearkens back to the early days of Disney princesses needs to be rejected. There are many many reasons to commend Moana aside from its lack of misogyny. The beautiful animation, the killer score from Lin-Manuel Miranda, Mark Mancina, and Opetaia Foa'i, the consistent jokes, and the stellar voice work add up to an extremely fun movie. Moana doesn't quite stack up to the heights that Disney reached earlier this year with Zootopia, but If you're looking for a pick me up after 2016, this is the movie to grab."
96,Moana,8,1 December 2016,"""Moana""-  A solid and entertaining new animated fantasy adventure that's filled to burst with charm.","The advent of high-quality computer animation has brought about a modern wave of fantastic new Disney adventures. From the delightfully quirky ""Tangled"" to the incredibly popular and captivating ""Frozen"", Disney has been hard at work delivering consistently strong and captivating films. 2016's ""Moana"" is Disney's latest installment in their ever-growing filmography, and while it might never quite live up to the highest of standards set by their classics both new and old, it's still very much a thoroughly engaging and entertaining feature.Inspired by Polynesian mythology and culture, we follow Moana (voiced by Auli'i Cravalho), the young daughter of her island's chief, who yearns for something more despite being forbidden from ever going beyond the reef surrounding her home. However, when the plants begin to with and die, leaving her people without a viable source of food, Moana sets out on a grand adventure. She must brave the seas to find the legendary demigod Maui (Dwayne Johnson) and get his help to restore order and save her people by returning the mystical stone heart of the ancient goddess Te Fiti to its original resting place- a stone Maui had stolen hundreds of years ago. Together, the two will brave vile monsters and devious pirate-like creatures along with the deadly wrath of the ocean in order to try and save Moana's home.It's a very simple tale, and that's where much of its charm comes from. A great portion of the film takes place on a raft with only Moana and Maui (along with a hilariously dim-witted chicken that stowed aboard), and thus the film goes through a lot of creative means to develop and endear the characters for the audience. It's bold because the film is so sort-of isolated in it's second and third acts, but it's always consistently amusing and there's plenty of great character-beats to keep the audience giggling at a near- constant pace. I was honestly shocked that Disney was able to make what was essentially over an hour of characters just talking and occasionally stumbling upon a new obstacle so much fun to watch. No doubt another large part of the film's success lies in the delightful cast. Cravalho is an absolute joy as our heroine and will melt your heart in nearly every scene. She also has a nice spunk and drive so she never once becomes the archetypal damsel in distress. This is Disney doing strong female characters just right. Johnson steals the show in just about every scene and is a ton of fun as a sort-of braggart with just enough humanity to keep you rooting for him. Great comedic role that lets Johnson- a pretty talented actor- stretch his chops. Rachel House, Temuera Morrison and Nicole Scherzinger round out the cast in supporting roles that are all lovely and very well- played.The animation and direction is just awe inspiring as well. Even though everything is given that nice, over-stylized Disney look, you still feel very much like everything you're seeing is real. It was stunning just how detailed and true to life the water and sand animation was, and characters are all very well realized with fun designs and great movement. Directors Ron Clements and John Musker, previously responsible for other Disney films like the now-classic ""Aladdin"" and ""Little Mermaid"" have a wonderful dramatic sense of scope and composition, which really hits home with the story being told.While I could bemoan the fact that the film is a slave to formula and has some issues with the pacing in its first act, the fact of the matter is that this is another good, strong effort and continues Disney's winning streak. So I don't mind the issues that are there... it's too much fun to care. It just goes to show that perhaps we are now in the middle of a second renaissance for the company's animation department and that we'll have many more quality films like this to look forward to. I give ""Moana"" a very good 8 out of 10."
97,Moana,7,30 November 2016,"Moana has plenty of fun moments, even if doesn't have much new to find with it's Disney formula","Disney has a long history of making family animated features that feature your princess, a comedic side character, villain, and of course, memorable songs that the children are going to sing for their school pageants. The majority of them are very good, though it wasn't until twenty years ago that Disney expanded the diversity of their characters. I think the first princess that wasn't white was Pocahontas. The bloated roster has introduced Mulan who is Chinese, Esmeralda from The Hunchback of Notre Dame who is gypsy, and Tiana from The Princess and the Frog who is black. The next animated tale from Disney now gives us a Polynesian princess. While adding her to the long line of princesses may not seem like a big deal, her presence marks something progressive for the company. We happen to live in a society that only has expanding minorities and to acknowledge that is a smart choice. Given how a few people have said so, people are willing to accept new kinds of characters; especially ones that kids can look up too. Moana is the name of our new character, and the newest animated film from Disney. In the prologue, we learn about how all life was created by the goddess Te Feti and became an island. But when demigod Maui (played by Dwayne Johnson) steals the islands heart, a spiritual stone, dark forces come after him. He looses the stone and his magical fishhook that gives him his shape shifting powers. Hundreds of years later, on a small island in Polynesia, Moana Waialiki (played by Auli'I Cravalho) is the daughter of the village chief. She's discouraged from going near the water, as is the entire tribe, to keep them safe. The dark forces I mentioned earlier, start to invade her island with no fish in the ocean and the fruit growing becoming rotten. At the encouragement of her grandmother, she not only discovers that her people were voyagers, but she takes one of the boats and the heart of Te Feti, and goes out to find Maui.After a storm, she finds Maui on an island where he's been exiled all this time. Upon meeting him, she finds him egotistical and very selfish who is only looking to return to being a hero for his fans. The two eventually agree to help him find his fishhook in exchange for him returning the stone.As far as Disney movies are concerned, Moana is very good. Good, but not great. Disney shouldn't have anything to worry about as the main character is a lot of fun to follow and is very likable. Dwayne Johnson, though bringing a lot of his similar traits from other movies, gets a lot of good lines and even manages to sing his song well (he's not a strong singer, but he puts a lot of emotion into his performance). Animation again looks amazing. The best thing here is the music, as the songs are composed by Lin-Manuel Miranda (responsible for the Broadway hit Hamilton). They are very catchy and may have something that can finally knock off Frozen's ""Let it Go"".So what's wrong with the movie is everything sounds good? I think its more what Disney is giving us as apposed to what the movie is giving. Moana has A LOT of the elements that you typically see in their other movies (they even joke about that in the movie). I'll give credit to Zootopia, as that not only offered more new twists, but took more chances with its material. Moana feels a tad safe when compared to the latter. That shouldn't stop people from having fun with this Polynesian set tale. I'll give this seven fishhook weapons out of ten. Moana has a lot to keep the family entertained, even if it's not offering much new. I still recommend it if you're a fan of anything Disney related. Set sail and see what you can find!"
98,Moana,9,23 November 2016,Catchy songs and culture with surprises from voice talent,"Moana features catchy songs and fantastic animation in addition to a well crafted story that feels both ancient and modern at the same time. Moana and Maui have excellent chemistry on screen and both Cravalho and Johnson surprised us with their ability to convey humor, emotion and song with their voices. We were glad to see a female protagonist introduced into the Disney universe who wasn't part of a love interest or even have a love interest at all  unless you count a love for her people and the ocean. The movie also does a nice job of conveying Polynesian/Samoan culture and even has a couple of catchy songs sung in Traditional Tokelauan.Overall, Moana is enjoyable and fun to watch  if there was a negative side about the movie it would be that much time is spent with the two characters on a raft and reminded us a bit of the Kevin Costner movie Waterworld. We would have liked to have seen a secondary plot that may have kept us involved for the roller-coaster ride and maybe even some explanation as to the significance of some of the cultural elements germane to the story."
99,Moana,10,13 March 2017,Moana,"I ABSOLUTELY love this film it has a great story-line and plot and also gets you thinking the same question over and over"" can I be like Moana , Am I achieving the impossible, will I achieve my full Potential? Auli'i Cravalho is amazing she has a rich beautiful voice and I'm sure she made her family proud..."
100,Moana,10,3 March 2017,Beautiful,"Oh, it was such a beautiful movie!!! So nicely made and it had an amazing story. I don't think that I've ever seen an animation based on a Polynesian tribe, so it was very refreshing. All characters were so beautiful, with long curly hair and I was just loving them. Baby pig and chicken were unusual pets and it was another new and fun thing to see.I loved that the main character Moana (Auli'i Cravalho) was really brave and tough and strong and that the semi-god Maui (Dwayne Johnson) was sort of grumpy and pessimistic. They made a nice pair, similar to that of a human's heart and brain. Heart is positive and optimistic and brain is rigid and pessimistic. I really loved everything in the movie, everything seemed new, refreshing, never seen before...Even the crab was different, with a shiny shell... I got so inspired and encouraged by the ""Moana"" to follow my dreams and inner visions that I was carrying the mood of this film for the next two days. I even dreamed ""the Sea Monster"" at night (and I'm 33).It was a powerful movie, with a magnificent story, great dialogues, beautiful songs, cute funny pets, new culture and a great lesson. It was simple yet incredibly rich...It was perfect! Everyone can enjoy it, get inspired and learn from it! As they say: ""The greatest wisdom lies in simple things"" (although I'm sure it wasn't simple to make it, it does look like an enormous effort, so thanks for the makers!)"
101,Moana,8,7 February 2017,Moana a self-discovery journey,"Moana brings the Mulan (1998) formula and it delivers a home-run. The movie begins on a slow pace so you can start getting to know what the character has to deal with in order to get you ready with the main dilemma for Moana which will be to either follow your passion and dreams or be the princess you are supposed to be ignoring your goals, this may be a detractor for some people who likes a fast paced action movie since the beginning. With the newcomer Auli'i Cravalho as the voice of Moana, she did a wonderful job on bringing the character to life and giving it that desire to see her triumph in her journey of self-discovery. We are taken alongside Moana on her growing up phase acting as the teenager she is instead of the grown up they want her to be. This road takes us to meet our main support character which is Maui the demigod voiced by Dwayne ¨The Rock¨Johnson. Dwayne Johnson delivered an incredible voice acting job as Maui, we haven't seen ¨The Rock¨on this type of roles and surprisingly it could be one of his best role in recent years, this said the character Maui also had it's journey to once again know himself and remember who he was and why he did the things he did, this was something that made the character special since on the long run you could also be striving for Maui to change and be better. Now for the movie as a whole it had it's usual clichés every Disney movie has, this movie delivers it's formula with a well thought script and story that it didn't feel as the same thing we have seen even though you may know what it's going to happen. For the songs in the movie they were done perfectly, even though it will not be a trademark song like Frozen (Let it Go), this movie did well to get the children's engaged and sing (I am Moana), but this is not memorable as Frozen at all, so for this category as Best Original Song it's highly unlikely it will win, but it well deserves its nomination, also with the contribution of Lin-Manuel Miranda director of Hamilton in the movie this definitely deserved its spot in the Oscars. With all this said, you will definitely enjoy the journey of Moana and Maui the demigod since the movie delivers well thought songs, a good Disney formula and each of the characters with their own unique personality will engage you in a certain way that you will be rooting for both of them to accomplish their goal and at the end you will be happy with their results. It deserves its solid 8/10."
102,Moana,10,1 February 2017,Enjoyable entertainment with character,"My friend has strong connections with Hawaii and urged us to see Disney's latest animation.With an open mind and no expectations, I settled back to see what was on offer.Many of the portrayals I found surprising, and, for me, that added to the character of the film.The animation flows impeccably.I found the timing and rhythm of the story telling to be right on target.Scanning some of the more disparaging reviews makes me wonder about how one's frame of mind can change perception, perhaps seeing too many films creates impossible-to-meet expectations.As a moderate-to-low film/TV watcher, ""Moana"" was for me thoroughly enjoyable and engaging from beginning to end. I was being told a story I had previously not known even existed, and the story was told very well.""Well done Disney"", that's how I felt as I left the cinema."
103,Moana,9,20 December 2016,Classic Disney at it's best!,"CONTAINS MINOR SPOILERDisney films have always been a childhood favourite for me, from Lion King to Lilo and Stitch to Tangled (Even the princess ones, even though I'm a guy :) So when I heard about Moana, I knew I had to see it.Moana is an exciting, hilarious, emotional and imaginative film, that while continues a classical Disney formula, it is a great movie nonetheless. Here's why,1st- Moana is an energetic, inquisitive protagonist brimming with life and vitality, who thanks to Auli'i Cravalho's voice acting adds to the colourfulness of the film. Her sidekick Maui, voiced by The Rock is hilarious and charming alongside Moana, there's great back to back chemistry with the characters even in the more quieter, heartfelt moments. There's an underlying vulnerability to Moana and Maui, that's beautiful to watch. Let's not forget about the dim witted chicken, that brings laughs a bundle to the film.There's character traits from previous Disney characters, Anna and Rapunzel in Moana, but Moana is very different. 2nd - the animation as with all Disney films as of late with Frozen, Tangled, is beautifully realized. But for Moana, it's a visually dazzling display, the vivid exotic colours and the richness of the Polynesian landscapes, the seas, the islands, the culture, monsters is a beauty to behold. It's full of extravagance and vitality.3rd - the deep rooted use of Polynesian Culture, important to Moana's story is richly engaging and adds depth to the film. Her culture is what defines her, which is brilliant message for viewers (such as myself), for audiences yearning for more ethnically diverse Disney characters it is heartening to see a protagonist who's culture is deeply important to who they are. I know Disney have done cultural characters before, Princess and the Frog, Pocahontas, Mulan but here I genuinely feel there's respect and authenticity to the treatment of her culture, not tired and lazy stereotypes. Here's to more ethnically diverse characters in the future.Lastly, there's tender heartfelt moments where Moana feels incapable and hopeless on her journey , which we all feel sometimes, but she refuses to give up and carries on, which is inspiring and made me tear up a little. As well as other themes of identity, knowing who you are and what you want to be, are all great morals too.Moana's got heart, emotion, humour, character, story, beautiful visuals, morals. Moana is everything you want a Disney film to be and more! As Maui would say ""Your Welcome!"""
104,Moana,6,12 December 2016,Moana - Follows the Standard Disney Formula,"This is a musical animation, featuring a young girl who learns to follow her dream (that's the message). Very much like a pantomime this has a 'good winning over evil' theme with some memorable songs.There's a memorable 'stupid chicken' nutcase character, which I quite liked. We went with our 6 year old granddaughter, who looks just like Moana in so many ways. Although the film couldn't keep her full attention for very long.We saw it in 3d but that didn't add much depth, so you could easily get away with seeing the 2d version. I imagine this won't have the success of earlier films such as 'Frozen'."
105,Moana,8,26 December 2016,A lovable addition for Disney,"The eponymous Moana is an islander young woman, the chieftain's daughter, and must quest to rebalance nature with the help of the demigod Maui. The characters were lovable and the musical numbers were pretty good, but not as groundbreaking as some of Disney's previous titles. The animation was stunning though. The detail in the hair and the water was incredible. The film was also quite funny.I love themes of exploration - the idea of finding new frontiers, new lands; constantly striving to find new ideas to create more opportunities. This is an idea rooted in the Disney ethos and the film did it reasonably good justice. Other themes of parenthood, duty to society and the strength of the individual (not new for Disney at all) were well incorporated as well.Some of the scenes were a little bit too melodramatic without enough emotional buildup to compensate. Furthermore, the denouement was a bit off. It seemed to be simply stuffing in little nods to previous sections of the film. I think it could have ended much stronger; less is definitely more here and the film needed less emphasis on characters nodding sagely and patting on the back.Moana is a very good movie, certainly one of the best if not the best animated films this year, but does not quite hold up to the Disney classics."
106,Moana,8,26 December 2016,The latest adventure from Disney you MUST SEE!!!,"The movie is epic, even with heart-breaking moments now and then. It has a good choice of cast, that led to great songs, especially ""You're Welcome"" and ""How Far I'll Go"". I've honestly never heard 'The Rock' sing ever, and I'm surprised at how good he is, even Auli'i, because this is my first time I know her in something (even just knowing her,too!) Another adventurous, funny, and heart-breaking movie that's a success. There are so much more movies similar to that description like Frozen, Big Hero 6, and Zootopia, to name a few. But so far, Moana is my favorite movie of them all (that I've seen, at least)."
107,Moana,8,18 December 2016,A strong original property to birth another Disney franchise,"Moana has enough cute, lovable characters with strong entertaining songs and gorgeous animation that even at times when I found myself bored (and there were a few) I can see where this has the ability to expand into another tent pole franchise for Disney. Voice acting was spot on which seems to be a standard with Disney these days. Actors brought real emotion to the screen and comedic beats hit perfectly. Dwayne Johnson as Maui was charismatic, charming and all around stole the show, making me wonder if there is anything this WWE Star can do poorly at all?Animation was gorgeous, seriously. The ocean was a character in this movie and makes me wonder if was and intentional choice or because the animation and water texture was so strong that the byproduct is that the ocean can't help but be turned into a character. I'm not sure how much testing goes into these Disney movies but it's clear whatever Disney is doing they are paying attention to the details and doing their homework in order to release a product that will sustain them 20-30 years from now with the nostalgia that I feel from movies like Aladdin or Beauty and the Beast of any one of many Disney films from my own youth."
108,Moana,8,16 December 2016,"Disney Rarely Misses when it Comes to Animaton, Moana is no Exception","2016 while being a pretty screwed up year in a few different ways has been a solid year for animated movies. Zootopia and The Secret Life of Pets both did well and Kubo and the Two Strings is one of my favorite movies of the year. So where does Moana fit into this? I tried really hard not to compare Moana to the other terrific animated movies this year, which was really difficult to do, luckily Moana can stand up with those other movies, and in some cases exceeds them.I want to begin with reviewing the music, and while I believe music is the most subjective piece of art there is, there is no doubting that the music in Moana is fantastic. It has been a while since a Disney musical has gotten songs, that's plural, songs that got stuck in my head. The trio of Lin-Manuel Miranda, Mark Mancina and Opetaia Foa'i absolutely kill on the soundtrack with songs that really help to bolster the events taking place in the movie. If I were to pick the best part of Moana it would be the soundtrack.....or Moana is one of, if not the most impressive looking Disney movie to date. The lush setting of tropical islands really lets the animators do some incredible things, like waterfalls and trees with large green leaves. The water in Moana plays a huge role and man does it look good. There were moments where I was not sure if they had animated it or had combined the animation with real shots of the beach. The character animation is great as well, Moana herself being the best of the bunch. While I lean towards liking the animation in Kubo and the Two String a bit better there is no denying that Moana is the best looking animated movie of the year.Moanas' plot is pretty straight forward, Moana is the heir to the throne of the island that her family lives on, and even though her father believes it is best for his people to stay in the safety of their reef, Moana is drawn to adventure out into the ocean. There is also a bit of a conservation message in there too, but talking about that too much will be a bit of a spoiler. While both good themes for a children's movie, I feel that by the end of the movie, they had sort of put those to the side and falls off the moral rails a bit. While not plot shattering, I think it is important for these movies to complete their theme and give kids something to learn about when all is said and done.When I looked up the voice cast after the movie I was shocked to see that there were only 12 credited voice actors in the whole movie. Dwayne Johnson is great at so many things, and he is not a bad voice actor, he is actually a good one, but the performance of Auli'i Cravalho, both in singing and line reading is the performance that stands out in Moana. This young girl has a real talent and certainly a career ahead of her, and again to say that she out performs the Rock is no small feat.Moana is really great. There is almost no better way to say it. It's enjoyable and just the right length for a good animated movie. Sure there are some corny jokes in there and some decent sized plot holes but overall you really can't beat 2 hours of great animation and even better songs. Weather you have kids or are a big fan of animated movies, I am sure Moana will not disappoint. Worst case it may be nice to sit in a movie theater, or on the couch while it is -17 degrees outside and look at a beautifully drawn tropical paradise for a couple of hours this holiday season."
109,Moana,10,18 July 2017,A story about a young girl who doesn't know her true identity sets out to save her people,"Moana is such an inspiring movie about a young teenager set on an adventure to save her people and her island. Moana is lost on the island and doesn't truly understand who she is or who shes meant to be, but after she sets sail, she is able to find her voice. I also think that it is great that Moana is not your ordinary princess who is stick thin, but she actually has curves to her body which promotes body positive girls."
