,title,stars,date,r_title,text
20,Song of the Sea,10,6 January 2016,Just beautiful,"I have downloaded the movie a long time ago but i didn't have the time to see it. Two days ago i had one of my worst asthma attack ever.. it was a mess & I was completely down. I thought i should cheer up a little bit and watch a funny movie, but the truth is, if i didn't watch this beautiful, just beautiful movie i wouldn't be in this peaceful condition right now.this movie lift you up and take you to another world where everything is just beautiful, simple and astonishingly pure. It's one of the movie that can make you feel better about yourself and know that holding the sadness inside wont do any good. It provide you with a lot of positive energy to be tolerant to whatever is happening in the world.I'm really thankful to those who created such a beautiful movie."
21,Song of the Sea,,24 June 2015,One of the few remaining hopes for traditional animation,"It's good to know that even in the new 10s, we can still get traditionally animated films of this quality, after even Disney has given up on them. Song of the Sea is of course done with a smaller budget, but you honestly couldn't tell, mostly because the animation style is so simplistically beautiful and partly because of the skill of the animators.Like their previous film, The Secret of Kells, Song of the Sea is heavily rooted in Irish folklore and mythology, which is exactly the right choice because we're once again treated to an amazingly deep, layered and emotionally mature story. This time our story follows the life of a young girl named Saoirse (Lucy O'Connell). Her mother was called away when she was born and now she's living on a small island with her dad, Conor (Brendan Gleeson), and brother Ben (David Rawle). Yet she has never uttered a single word in her life, and slowly the past of her mother and the secrets of her own origin start to unravel.Song of the Sea shines because of the complexity and personality of its characters. You're instantly pulled into the mythology of Ireland and the film is very skilled in explaining and showing the intricacies of its lore without shoving it down our throats. The various mythic characters are especially interesting, threatening, sympathetic and intriguing, all at the same time.Yet the movie's biggest problem are also some of its characters. Mainly the children. Saoirse is fine, even if a bit passive to my liking, but Ben is simply annoying. He's very much your stereotypical whiny little brat, who thinks he's entitled. And yeah, there are good reasons for it, one of them simply being that he's at that age, but it's still annoying. I wouldn't even complain all that much, but there is a way to make an annoying brat without it being annoying to the viewers.But, luckily Ben has his redeeming qualities as well, so it's nowhere near enough to ruin the film. Song of the Sea is absolutely worth a watch if you liked The Secrets of Kells or if you're still looking for new traditionally animated films."
22,Song of the Sea,7,17 November 2016,"Enchanting, imaginative and quite beautiful animated film from Ireland","I was already aware of the work of the director of this film, Tomm Moore, when I saw his previous animated feature film The Secret of Kells (2009). That film like this one was very distinctive in that it was based around Irish folklore. It is highly encouraging to see a nation not really associated with much cinema output like Ireland start to release their own unique animated movies. As it turned out, both of these films got additional visibility by being nominated for Oscars at the Academy Awards, so it seems like the Irish have certainly hit on something here and I hope that more such features emerge from the Emerald Isle in the future.The Song of the Sea is another animated fantasy-adventure. It focuses on a boy and his little sister, the latter of which is a Seal child, also known as a Selkie. They live in a lighthouse on a small island with their dad, their mother having died while giving birth to the daughter. Despite being almost six years old, the little girl has never uttered a single word, alienating her from her brother. But soon the mysteries of her origins begin to emerge and strange events follow.Like Moore's last film this is another that has been made using traditional animation methods, i.e. its hand drawn. This pleases me a lot as this type of animation always seems to have more soul that CGI. The whole thing is awash with great Celtic art and it really feels like every frame is constructed with consummate care. The story tells of primal things like the call of the ocean and interweaves this with imaginative fantasy creations such as an Owl Witch. Although it has to be said that I thought some of its best and most atmospheric moments were during the domestic scenes such as the parts set in Dublin. Whatever the case, the beautiful art-work creates a feeling all of its own. I have to admit to not being entirely drawn in by the characters though, with the boy Ben being somewhat irritating to be quite honest. If I had made more of a connection with the characters then I would have rated this one higher no doubt. Nevertheless, this is a lovely piece of animation which climaxed with a sequence of extraordinary beauty when the little girl sings the 'Song to the Sea'. I have to admit it put a lump in my throat and was genuinely emotional and beautiful. This ending alone is worth watching the movie for. All-in-all, this has to go down as a creative triumph."
23,Song of the Sea,10,6 November 2016,Under the sea.,"Whilst being aware of the latest CGI extravaganzas from the US,and the delicate beauty of Studio Ghibli,I started to hear about an animated title from Ireland,which appeared to have come completely from out of nowhere.Getting the very lucky opportunity to be the host of an event taking place on IMDb's Film Festivals board,I was thrilled to discover that film was one of the main festival viewings,which led to me getting ready to hear the sea sing.The plot:Living in a lighthouse,Ben,his dog Cú,his dad Conor and mum Bronagh welcome Saoirse into the family.One night, Bronagh tells the family that she loves them,and disappears into the ocean.Over the years Conor continues to mourn Bronagh's (presumed) death,as Saoirse goes mute and Ben blames her for the disappearance of their mum.On Saoirse's birthday Ben tells her a scary folk tale about an Owl Witch who take people's feelings and turns them into stone. Playing with a seashell Bronagh gave Ben, Saoirse finds a coat.Going to the ocean where her mum disappeared, Saoirse puts the coat on and transforms into a Selkie.View on the film:Proudly being a square peg that will never fit in a round hole,co- writer/(along with Will Collins) director Tomm Moore weaves a magical world with all of the characters and surroundings have pointed edges,which along with subtly expressing the rough edges of their lives,also give Ben and the family quirky designs which sharply capture the grief they have for Bronagh.Going under the sea, Moore splashes in waves of Psychedelic beauty. Produced between 4 animation studios across Europe, Moore blends the magnificent hand- drawn animation together seamlessly,with the collective approach bringing lush chalk coloured landscapes across the screen.Set on a canvas of Bruno Coulais rich score and Folk songs from Nolwenn Leroy and the band Kíla,the screenplay by Moore and Collins places the viewer in the midst of Saoirse and Ben's wonderment. Straying away from any needlessly dry exposition on the Folk legends,the writers instead present them as they are,which grip Saoirse and Ben's encounters with Færie's and Great Seanachaí's in an irresistible enchanting atmosphere. Breaking up the family in the opening scenes,the writers display extraordinary care in looking at the theme of parental loss,hitting the family hard,with Conor,Ben and Saoirse all in grief for Bronagh. Finely balancing the fantasy with the personal,the writers keep the fantastical discoveries Ben and Saoirse make be a part of their process with grief,as Conor,Ben and Saoirse hear Bronagh voice across the song of the sea."
24,Song of the Sea,10,20 March 2015,Beautiful,"Wow, where to start? This film was beautiful to look at and on so many other levels. It penetrates the viewer emotionally and mythically hitting right in the heart. I've never seen a film that manages to capture feeling so much. I think it's the beautiful color and music. About half way through this turned in to my favorite movie in a long while. I love that elements of Irish folklore are being brought to the screen considering the mythology and folklore of their civilization, despite being so powerful, is disregarded theatrically. I hope the films Tomm Moore is doing will inspire others to get involved in bringing this lost seed back to our lives. I tried to go deeper into this review but suffice to say I was just left in awe and don't really know what else to say but if you wonder if you should view it as I said the art is amazing and so is the story so all the elements for a joyful experience are there. I cried more than I've cried in years and I don't even really ever cry but it was tears of the sheer beauty I felt. This was a story that really captivated me and I was captured and my mind put in the rear view for the last hour."
25,Song of the Sea,5,30 March 2015,Little seal chick needs her coat to sing her enchanted song.,"The story is about a little girl who is related to fairy-tale creatures thru her mother and able to become a seal. She also has the ability to rejuvenate many creatures in nature thru the power of her song and so is viewed by them as their salvation. She needs to wear her special coat to work her magic, though, and as the movie progresses this becomes central to it's suspense and drama.After 30 mins or so of this my interest began to ebb. Notwithstanding, there was enough there to make me see it thru to the end. Personally I felt there wasn't enough here for an adult mind. Most, anyway. Unless this animation was strictly designed for kids 8 and under, I would say both story and artwork was, I think, too ""elementary"" in their construction. However, I wouldn't have minded the simple, flat, brittle, and abstract artwork (unlife-like in movement and appearance) if there was more creativity, cleverness, and complexity to the story-telling.That said, Reader, the irony is I wouldn't have minded the elementary story-telling so much if the artwork had given me something to gawk at. Hence, had been richer, more detailed and life-like as, for example, ""Ponyo"" which was for me pure eye-candy. It also dealt with magic and the sea. If you've seen Ponyo, you know what I mean. If you haven't, and you love animation, then you're wasting time with my review. You need to make tracks and get yourself a copy posthaste for your video library!!! I guarantee you pure pleasure. If you're able, may I suggest you lock yourself away with a large viewing screen with stereo headphones and have your favorite snack handy to take the experience to the next level. And if family and friends wonder what you're doing, let them speculate. ""Cadbury"", anyone? Love, Boloxxxi."
26,Song of the Sea,10,23 May 2015,Mere words may not be sufficient for this masterpiece.,"In a cinematic world where originality is becoming lackluster and CGI overused, along comes a hand-drawn animated movie that delves into an ancient legend not well known to American audiences. ""Song of the Sea"" is a tale derived from Irish folklore that not only brings in stunning visuals, but an emotional depth few can match. When I first heard about this film, I thought it was one of those short animated films you would find on youtube and upon further research (and watching the Awards on TV), I was surprised to find that it won an award alongside the likes of another animated hit ""Big Hero 6"". Further research into Irish lore is what eventually won me over into seeing ""Song of the Sea"" and take in an experience I haven't felt in a long time.After the mysterious disappearance of his mother, a young boy named Ben lives with his quiet little sister Saoirse (pronounced ""seer-sha"") and depressed father in a lighthouse. Despite his responsibility as a big brother, Ben is quite bitter towards his sister, but an unexpected change is on the horizon. As it turns out, Saoirse is a selkie, human on land and a seal in water, and her voice and musical ability has the power to restore the vitality of magical creatures. However, things become grim when the girl is not only separated from her seal coat (the source of her transformation and power), but her and Ben's grandmother moves them to the city. Things become more perilous when Macha the Owl Witch sets her sights on the siblings. Ben must now journey back home with his sister and reunite Saoirse with her coat before time runs out.From beginning to end, this film had a profound effect on me. The characters have so much depth to them that they seemingly become real. Ben is initially a rather unhappy person, often taking his frustrations out on poor Saoirse, but as his journey progresses, he learns what it means to be a true brother. Saoirse herself is my favorite character. Aside from having some fascinating powers, she conveys so much emotion through her facial expressions alone despite the fact that she does not speak. There's a great sense of innocence to her as no matter what adversity she's faced with, Saoirse brings warmth to nearly every scene she's in. Some of the side characters are also good, especially this one fellow named Seanachai, a Faerie whose hair contains memories of his kind. Eccentric yet still quite fun. Macha the Owl Witch is interesting to say the least, an antagonist whose motivations are understandable, though her methods of achieving them are less than agreeable. Definitely one who defied my expectations.Other elements of the film are done in spectacular fashion. The art style is simplistic and yet so full of detail and life that it's hard not to take your eyes off it. The underwater scenes are especially fantastic to look at, perfectly capturing the beauty and tranquility the sea has to offer. The land environments, from the cities to the forests, are not too shabby either and the bright mystical elements make an ideal contrast to some of the dark gloomy atmosphere. And then we have the music. This is a soundtrack I could listen to all day. The melody and rhythm of each song makes me feel both joyful and peaceful, especially the titular song. I also like this exploration of Irish lore, so full of interesting mythological figures and stories. Finally, the climax, which I won't spoil, is one of the best I've seen in any film, with all the aforementioned elements blending together in one heck of an emotional experience.What else is there to say about ""Song of the Sea"". The story, the characters, animation, music, etc., are all wonderfully brought to life. I actually almost teared up by the time the movie was over. That alone speaks volumes of the power of this fairy tale. There seriously needs to be more films like this out there. Check out this beautiful flick and enjoy the ride!"
27,Song of the Sea,10,21 May 2015,I rarely give movies a perfect 10.,"It's not everyday when a movie leaves you so entranced to the point your drunk on it for a few days after watching it. But somehow this movie really hit me. When I first saw The Secret of Kells some years back, I said; ""I want to see what else these people have in store"". Sure enough not to long afterward I heard that Song of the Sea was in production. At that point I was so hyped to see it. I didn't know if it was going to be better then Kells but somehow I knew that the film was going to be something special. But little did I know that Song of the Sea was going to completely blow my expectations. It's honestly hard to talk about this movie. But I guess if I had to sum it up in one word it would be; Beautiful. Everything about this movie is just beautifully handled and thought out. The characters, the story, the visuals, and it's even shot very well. You wouldn't expect that from an animation it being ""well shot"". Considering that in 2d animation the camera is just planted. But the backgrounds and the images really have crisp visual story telling.A lot of people are a little closed minded to this movie because of how unlikable Ben can be. To that I say; ""That was the point, duh""! Have any of you ever hear of a story arc? How boring and unsatisfying would the ending be if Ben was just a nice kid throughout the movie? Now for the problems with the movie. There was only one big problem with the movie. It was embarrassing to watch. Oh no, not because it was an unbearable or annoying, its because I feel embarrassed for most American animation.After watching this movie and then waking up and realizing that most American animation is mostly (not always) filled to brim with dull, sterile CG movies that are usually aimed strictly for kids. We see movies like; The Nut Job, Strange Magic, Alpha and Omega and list goes on forever. After watching Song of the Sea I just realized how ashamed I am of the animation industry in America. They need to step up their game.But enough of that. Overall just watch Song of the Sea. It's an indescribably wonder that deserves that all the attention it can get."
28,Song of the Sea,10,24 April 2015,Wonderful film ! !,"""A wonderful, wonderful film. My 9 year old son was entranced watching it. The animation was pure art. My top 3 films ever. I loved the Irish mythological story.Leaves you feeling very mellow.................... Heart warming..................................................... Snuggle up with the children film .............................. Brilliant art work............................................. Love the Irish myths.......................................... Sad and happy at the same time......................................... Very different from the modern 'hectic'animations films !!. . Calming and beautiful""..............................................."
29,Song of the Sea,9,30 December 2017,"From the shell, the Song of the Sea. Neither quiet nor calm, yet searching for love again","After accomplishing wonders with The Secret of Kells, Tomm Moore and the people of Cartoon Saloon came back five years later with their second animated feature, Song of the Sea. Despite going under the radar in some countries, it was lauded by critics and got another Oscar nomination for best animated feature. As for my two cents, this once again trumps through visual storytelling and Gaelic culture, but it also contains more heart than that of Kells.Unlike Kells where it took place in ancient times, this film is set in modern times. It follows a family living on the lighthouse of an island where a young boy named Ben is happy with his father Conor and mother Bronaugh. One night while Bronaugh is soon to give birth to his sister, she vanishes into the sea while the daughter Saoirse is calmly born. Although unable to speak, Saoirse soon discovers that she is the last of the selkies, which are women in Irish legends that transform from seals into people. Along with Ben, they journey off to the sea to free the ancient fairy creatures trapped in the modern world.The most genuine aspect of Song of the Sea is the relation between Ben and Saoirse, as it feels very much like a typical albeit understandable sibling relationship. Although Ben is rather snooty to Saoirse throughout much of her life, it makes sense as he deals with the passing of his own loved one, who he felt Saoirse took her from her. However, as the film goes on and Ben and Saoirse subtly bond through their journey, not only does Ben improve as a brother, but he soon discovers why his mother left Saoirse alone to him and it really elevates the heartfelt emotional side of the movie. It's fine to be moody to your siblings as children, but you mustn't be so hard on them without thinking more about them, because there's a good chance they mean more to you than you take them granted for.Some characters are more stubborn and torn like Ben's dad and their granny, but it's no more for the fact that they either want what's best for their kin or are still dealing with a loss that affected them emotionally. However, the stand out characters are the mythical creatures such as the fairies, the goddess Macha, and the great Seanchai. Alongside offering their own quirks and distinct personalities through their looks and history, they all serve the plot on trying to either raise or subdue their folklore into the heavens to be free from such struggles, like being stuck on Earth.Speaking of folklore, the tales that the movie brings up are quite extraordinary. Aside from selfies, these tales contain all sorts of spirits that definitely feel as if they emerged from a children's storybook, complete with mystic and lavish Celtic designs. The way the story crafts them as entities soon to be faded unless they are restored from a lullaby in a dramatic tale of two children helps the film create a perfect contrast between reality and fantasy, not unlike Pan's Labyrinth but certainly more family friendly.Finally, the animation and music are just sublime. Along with simple but cute character designs, the character animation is quite smooth, the background are endlessly imaginative and even symbolic at times, the effects feel like a moving painting, and the use of color blends perfectly with the environments whenever needed for the scene. While dark blue is use phenomenally for sad and emotional scenes, there is always a light to create a sense of hope and wonder in such dark times. While the score is fun and upbeat from time to time, it can also be very heartbreaking when needed, and the main song feels like a lullaby that even an adult can listen to and feel comforted just by hearing it.If Studio Ghibli is seen as the modern legend of Japanese animation, than Cartoon Saloon has officially earned the title of the modern legend of Irish animation. By boasting creative artwork, well nuanced characters and a deep source for ancient Irish folklore, Song of the Sea is a refreshingly original and breathtaking tale just waiting to be talked about. I absolutely recommend this, not just to animation buffs and those interested in Irish culture, but even to those who once had moody but real relations with their siblings. It just might remind you of a time when you ratted on your siblings before realizing how much they really do mean to both you and the rest of your family, and this film will definitely feel reminiscent to you with its timeless appeal."
30,Song of the Sea,6,10 December 2017,"Better than Disney, more shallow than the Japanese","It's a pretty film, I imagine it goes well with children, though I found it slowly paced.Beautiful graphics, but in terms of story it doesn't compare to Ghibli. It talks a bit about Irish mythology (I guess? Celtic?), but you don't learn anything really.All these people saying how the film is super deep (for an animation! gosh, there ARE deep animations out there) never saw Princes Kaguya or, for example, the Wind Rises, Garden of Words, there are so many deeper Japanese animations.Bottomline: better than Disney (what isn't?), less funny than Pixar (but more beautifully animated), shallower than Ghibli. Now take your shot"
31,Song of the Sea,10,25 November 2017,Another beautiful animation from 'Cartoon Saloon',"This Irish animation opens of a remote island as Bronagh tells fairy tales to her young son Ben. She is heavily pregnant and suddenly states that she must leave. Six years later there is no sign of Bronagh; Ben is living with his father and Saoirse, the young sister who was born on the night his mother was last seen. Saoirse doesn't talk and Ben appears to resent her. On the night of her birthday she finds a strange coat in a locked chest; then she goes down to the sea and swims with the seals; it is clear that she is no ordinary child. In the morning she is found on the beach. Ben and Saoirse are taken to live in the city with their grandmother while their father puts the coat in the chest and throws it into the sea. Soon Ben decides to run away because he misses his dog; Saoirse follows, playing an instrument made from a seashell. The soon meet a group of fairies and it becomes clear that the tales their mother told him were true. This includes the story of Macha the Owl-witch who takes the feelings of magical beings and turns them to stone; if they are to be freed Saoirse must be reunited with the coat so she can sing the Selkie song. It won't be easy as Macha is aware of her.I found this film to be an utter delight, like Cartoon Saloon's previous offering 'The Secret of Kells' it features Irish mythology in a beautiful manner. The story is beautifully animated with charming characters and stunning backgrounds. The settings vary from the city to the countryside to a sea with waves reminiscent of those created by Japanese artist Hokusai. There is a sense of threat but nothing that should be too scary for younger viewers. Even Mocha, the antagonist of the film isn't actually malicious. The music that accompanies the story is charming and works well. Overall I'd recommend this to fans of animation; it was something special; by the end I was both smiling and crying thanks to a bitter-sweet ending."
32,Song of the Sea,8,16 October 2017,Normal Animation Style Done Very Well,"(Flash Review)This is a touching little story mixed in among some vaguely explained Celtic mythology. While the mythology and symbolism is vague, it did let me ponder the visuals and try to figure out some things. Helped to read IMDb reviews after watching. Aside from that, the tale kicks off with a pregnant mother who suspiciously leaves her husband and child. Later, the grandmother gets involved with the family. The meat of the story is hard to explain but the child goes on an adventure trying find the whereabouts of his mother and comes across other mythical experiences along the way, one being some special sweater, shawl, coat or something. The viewer is awash in beautiful and dreamy scenery with a pleasant film score accompaniment. Some of the vagueness is tied up in the end but the vagueness weakened my emotional connection a notch. Overall, it was a fun and unique film for those looking something that won't end up on kids backpacks, pajamas and stickers."
33,Song of the Sea,10,10 August 2017,Most Beautiful Animated Film Ever,"What can I say, gorgeous, heart felt and magical story telling at it's best. The voice acting is brilliant, the sensitivity to character and Celtic tradition and myth are beautifully balanced. I watched it as an adult and was enchanted, but it's affect on kids is amazing. If you need a children's gift a copy of this film is perfect."
34,Song of the Sea,7,25 June 2017,Sweet modern-day fairy tale,"Ben and his younger sister Saoirse live with their father Conor in an isolated lighthouse. Their mother died six years ago while giving birth to Saoirse. Unable to talk, Saoirse is starting to show special powers and sea creatures seem to respect her, indicating that she is no normal little girl.A sweet modern-day fairy tale. A linear adventure story that manages to stay reasonably focused and doesn't get too fantastical while introducing us to some intriguing characters. Mostly ideal for kids though adults won't mind it either. Quite difficult to dislike.Not very profound though - it is just a linear fantasy story, after all. So not brilliant, but still enjoyable."
35,Song of the Sea,8,11 May 2017,When a movie touch your heart....,"Song of the Sea is an animated fantasy drama about a brother and a sister. It is a beautiful painting of an adventure that takes two siblings on an amazing journey. In between, they will try to save lives, find a way home and most crucial, look for unanswered questions. You may not find the description as unique as the movie actually is. The reason is, this movie is not just about the adventure, it's about what they find while they are on it. It is not some treasure I speak of, it is the feeling of love towards one another, a sense of caring. Also, it is about hope, which pushes you beyond your limit to make you brave enough to face your worst fears.The animation is over the top. It feels like we are looking at mere sketches but the characters feel real as you and me. So, when they will cry, you'll get emotional too. It is the powerful scenes like these because of which this movie is amazing. The song which the movie is all about is a melody to your ears and is nicely placed in the movie.I would say that those of you who watched and liked movies like ""A Monster Calls"" and ""Kubo and the two strings"", you will like this one too. All in all, it is an interesting watch for everyone."
36,Song of the Sea,9,13 January 2017,Stunning and wonderful 2D animated movie,"This is a wonderful movie with wonderful artwork that really brought back my childhood. You know those vibrant and colorful story books with pictures that your elementary school teachers use to read to the students. Well it's kind of like that except it's like watching a moving children's story book that even adults can enjoy and be mesmerized with. It's rare to see amazing 2D animation movies that isn't from japan, so this movie was a treat to sit through. This is a stunning and hand-drawn animated folk-lore journey. That encompasses the importance of understanding, bonding and how good intentions might not always be the right choice. This is a wonderful 2D animated movie I would recommend to kids and adults.9/10"
37,Song of the Sea,,4 December 2016,The Sea Inside,"A young Irish lad finds out that his younger sister is a mythical half-human creature called a 'selkie' - a discovery that eventuates in adventures for them both in this pleasant animated feature film. The mythologies surrounding selkies are a little on the complex side, however, the film stands up well as a tale of a boy coming to understand and truly appreciate his sister for all her special and unique qualities, even if some of the finer points of the narrative are hard to nut out. His sister is simply adorable and as she hardly utters a word throughout, this is something that is best attributed to the animation itself and the way the character is written: how much she dotes on her brother despite her affections not being returned, etc. Though a drama first and foremost, the film has several effective comical moments. Not all of the humour works, but there is a lot of amusement to be had in the seal-like creatures trying to track the sister down while donning random disguises and hiding in garbage bins. The music is also as good as one would expect for a film with 'Song' in its title."
38,Song of the Sea,8,27 September 2016,More than a kids movie,"Animation is a tricky thing (no pun intended). On the one hand it's considered a kids domain, though recently many films have proved that their storytelling is at least as good as any ""real"" feature film out there. Then there is a the issue with the animation style in general. This right here, will not please everyone's eye or style/liking they may have. But it's substance rather than anything else that matters here. And it's how you should look at it.Having that out of the way, the movie tells a story that I reckon almost everybody can get behind with. While it should therefor appeal to parents or adults in general too, it's the kid in this that takes the journey, discovering and growing (up) along the ride. There was a reason this was nominated for an Oscar ... Sometimes the Oscars do get it right"
39,Song of the Sea,7,18 January 2015,Cultural identity and postcolonial nostalgia in a stunning animated dream.,"Tomm Moore's second feature has a lot in common with his 2009 debut ""The Secret of Kells"": both are hand-drawn, both are rooted in Celtic mythologies and Irish folklore tradition, both are (at least) nominated for an Oscar.The animation is unbelievably beautiful. The rediscovery of Celtic mythologies is certainly a smart gesture of identity. But the way in which these indigenous stories are woven into a modern story of family value is purely boring and the image of women is absolutely appalling. The moral of the story is mediocre at the best, but for a good reason: to write a subversive version, the original story has to be very well known among the public. So I guess the great innovation of this movie (and of ""The Secret of Kells"") lies in its unapologetic embrace of the local cultural heritage and the audacious move to bring it on the world stage via cinema, arguably the most international and most accessible art.The adult-child dichotomy is utilized to sew together the universes of artistic creation and storytelling. It serves as the metaphor for a few other dualities such as reason-emotion, reality-imagination, and most importantly the modern industrial and colonial world versus the indigenous Irish/Scottish culture marked by lovely folklores yet unknown to the world. The characters' refusal of urban life and attachment to the sea and the family forms a certain type of postcolonial nostalgia that permeates the movie."
40,Song of the Sea,10,31 March 2015,Absolutely beautiful film showing just what traditional animation can do,"This film was nominated for the Academy Award for Animated Feature, losing to Big Hero Six. There will be spoilers ahead:This film was done by Cartoon Saloon, which also released The Secret of Kells. I personally think this film is even better than Kells, which was excellent. The animation in both is beautiful, the story in this one is just a touch more intriguing and the soundtrack is wonderful here.The story revolves around Ben and Saoirse, a brother and sister. They lost their mother around the time of Saoirse's birth. Ben is somewhat resentful of his sister for various reasons, one of which is the fact that, at six, she still doesn't speak.Early on, it becomes obvious that Saoirse is different. It turns out that she's a selkie-a human who is also a seal when she wears her ""skin"", a white fur coat. The children's grandmother finds Saoirse on the shore and decides that the children should live in the city with her rather than at the lighthouse with their father.Saoirse has a musical talent connected to s shell their mother gave to Ben and draws faeries to her when she plays. Other fantastic folk find her and take her to their hiding place to try to convince her to save the faerie folk from the Owl Witch, who is stealing their emotions and turning them into stone. An attempt by owls to grab Saoirse is foiled when Ben jumps in to try to save his sister and their relationship changes for the better.They must return home for Saoirse's coat and have some adventures singly and together before they come home to find that their father has thrown the coat in its chest into the sea. Ben takes it on himself to try to get the coat to save his sister, who will die if she doesn't have the coat Ben gets the coat back with help from an unlikely source, Saoirse sings in order to save the faeries and other mystical folk from disappearing and also save herself. The ending is wonderful and I won't spoil it here.Virtually everything about this film is marvelous and I personally think this was the second best nominee for Animated Feature, behind The Tale of Princess Kaguya. I liked this more than I did Big Hero Six, which I considered very good as well. The music in Song of the Sea is particularly fine. It's just an excellent production.This film is available on Blu Ray and DVD. If you have the capability, go for the Blu Ray, which looks gorgeous. Most highly recommended."
41,Song of the Sea,10,22 March 2015,One of the top-ten animated films ever created,"I watched this film with my grandparents, not knowing what to expect. I'm a huge fan of Celtic and Gaelic culture, and this movie appealed to me. I didn't know what to make of it until I watched it, so I kept my mind open. The next day after watching it I went to the store and bought it.First off, it's one of the few hand-drawn groundbreaking animated films since ""Princess and the Frog"" back in 2009. Being recognized by the Academy with 7 Annie Award nominations and a nomination for Best Animated Feature by the Oscars, beating out 'The LEGO Movie' and 'The Book of Life' for the last spot in a thin five-nominee category.The story is amazing, the colors are beautiful, and the original spiritual feel of true, ancient lore and legend give this movie the tangibility of a 3D high-tech animated feature. Saiorse, the last member of her kind known as a Selkie, a mythical creature of Irish lore that is said to be able to transform into a seal and back to human and vice versa, attempts to try and save the rest of her kind, without saying so much as a word until the final 15 minutes! The contrasting attitude of big brother Ben, who blames Saiorse for everything, including the death of their mother, and now emotionless Dad, who is still tormented from his wife's death all complement and contrast each other perfectly. Put them together with the playful sheep dog Cù and a wide variety of fairy creatures of many shapes, sizes and attitudes, and you get a unique film pulled straight out of the Irish sea.A film that broke ground, developing an absolute perfect blend between ancient lore, modern day, classic animation, friendship, sibling rivalry, fairies, and the true power of family and magic. In my opinion, it could possibly be the highest rated animated film since 'The Lion King.'I definitely give this film a 10/10. I have absolutely nothing bad to say about this film. One of the greatest representations of Irish folklore I have ever seen."
42,Song of the Sea,6,20 March 2015,A semi abstract animation to depict a story based on a legend,"The story, based on a local legend is not really a true to the original tale. Instead the movie adapts the legend into a more contemporary time frame and adds it. But still the movie retains the legend's aspect of being magical and mysterious by animating the whole movie in a a somewhat peculiar way. Most of the time the animation presents a pretty landscape background only to stand before more simply drawn character foregrounds. It looks like the reverse of what the classic Disney cartoon movies did with the more detail foreground characters amid the not so concerned background. This movie also presents a peculiar way of perspective drawing, using the style of what most people see on kindergarten children drawings. This adds the flavor that to the movie and appeal to that kind of target audience. For me it's really quite a bum since the movie doesn't really have a wider distribution"
43,Song of the Sea,10,26 May 2015,Perfection of the highest level.,"I apologize for my lack of grammar but I just finished experiencing this movie and have to spill out my thoughts before they evaporate into the large sea of my vast movie ""knowledge"". Being a movie critique for a job is tough having to watch movies and give them a accurate analysis is really dragging, and you can't be kind to movies, because of the impact they have on those can be ecstatic. So when I do a analysis of movies I start with what I understand and work into what I don't. First starting the movie at a rating of 5 and move it up and down on that scale until the movie is over. After I use a tape recorded to ""rant"" essentially what was good and bad about the film or movie and then I write a long detailed analysis on what I experienced when enveloped into the movie or film. Doing this again and again eventually makes all movies seem different but receive the around same overall rating (using a scale of 1-9) and most movies fall under the 1-6 category. I am the ""Anton Ego"" of movies I do enjoy to picking things apart to find the flaws, and from what my boss tells me I do it well. I rate most movies around the poor/average zone, especially newer movies that all use the same system when being produced.Now anime movies fall under a much different category when I review them. Especially movies from the Ghibli realm. Anime movies seem to fall on the higher side of my scale (around 7-8). Now on my scale a ""10"" essentially can't exist the movie would have to provide a perfect grade in all category's which is essentially impossible. I actually never gave a movie a full 9, until I saw Song of the Sea. This movie encapsulates pure beauty on a level that I have not seen before, and I have seen many levels. I rate this movie so highly because the movie quality is of the highest I have ever seen. The animation is like a ivory white canvas waiting to be painted on by god. The music is absolutely beautiful on a level that I have not yet heard, you can see every slow little detail took time, the story, animation and theme blends together in a smoothly colorful pallet that is used to completely influence your soul to enjoy the crazy story and characters. This movie redefines animation. This movie is an adventure, but it's more then that, this movie it's own genera, but it's more than that this movie is a opera of colors and sounds all blended together to create it's story and characters with utmost creativity and imagination. This movie is infinity in animation. I have trouble picking my ""favorite"" movie of all time, and this question comes up to often. Now I have a definite answer. Song of the Sea is perfection, as far as the stars can go this movie ""for me"" will always be beyond them."
44,Song of the Sea,9,30 March 2015,Absolutely stunning,"I have been after this movie ever since I saw its trailer and when I finally found it, I was super-duper excited to see it. From the trailer, you can see that the illustrators use an imaginative (for this age) drawing style that leaves an impression. Personally, I do tend to prefer 2D animation to 3D, simply because I grew up with it, but in this movie, the 2D animation is part of what makes it so unique.I saw this on a late Friday night (at around 1AM) and watched it in my bed  I did the whole silent chocking/crying, trying to not wake up my roommate and make a fool out of myself. But it was just so beautiful that I couldn't contain myself. If you asked me to describe this movie, I would use the words cute, adorable, sweet, beautiful and stunning. And when I say sweet, I really do mean it  I thought the story was utterly touching and made me smile all throughout. In a bundle, it's the adventures of a brother and a sister but it is also so much more.I have never really explored Irish folklore before but this movie left a great impression on me  it was delicately told and not forced upon me, with little chunks being revealed over the course of the film. And the music! It fit perfectly.I just think this was one of the most wonderful and relaxing movies I have seen in a while. I've already recommended it to a lot of friends and family and I urge you to see it. I certainly can't wait to watch it again!Final word: Stunning. Date watched: 2015.03.20 Rating: 9 | 10"
